SEURAT,SC3
24,8
24,8
24,8
24,4
24,8
24,8
24,4
24,8
25,13
24,8
24,4
24,4
24,8
24,8
24,8
24,4
24,8
24,4
34,15
24,4
24,8
37,17
24,8
34,15
28,14
24,8
2,31
24,4
34,15
24,8
1,17
24,4
24,4
24,4
33,20
24,8
24,8
26,6
24,8
24,8
24,4
24,8
33,30
24,8
17,7
24,8
24,8
24,8
25,8
24,4
30,29
37,30
25,1
29,25
24,8
24,8
29,25
34,15
26,6
24,4
24,8
24,4
24,8
34,26
24,4
24,8
11,11
24,8
24,4
24,8
24,4
28,14
24,8
11,11
11,11
24,8
24,8
34,26
24,23
6,10
24,8
24,8
24,4
24,8
24,4
20,16
24,4
35,30
25,13
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,8
24,4
24,4
24,8
6,10
24,8
24,8
24,8
20,16
24,4
24,8
24,8
30,29
24,4
24,4
20,16
24,4
24,4
24,4
31,2
24,8
24,8
24,8
24,8
24,8
24,4
12,11
26,6
24,4
24,8
25,13
10,11
24,8
28,14
24,8
24,4
24,8
24,8
24,4
38,30
24,8
26,6
24,8
24,8
32,27
25,13
24,8
24,8
24,8
24,4
24,4
24,8
24,8
24,8
34,15
24,8
24,8
24,4
30,29
24,8
24,8
1,17
1,17
24,8
20,16
24,8
24,8
24,8
24,8
24,8
34,15
34,26
24,8
26,6
24,8
24,4
24,8
24,8
24,8
24,4
24,8
24,8
24,4
30,29
24,8
27,21
24,8
24,8
24,4
24,4
28,14
25,13
11,11
24,8
24,8
24,8
31,2
33,27
24,8
24,4
24,8
24,8
12,9
24,4
24,8
24,8
24,1
27,21
24,8
34,15
34,15
34,15
34,15
24,4
24,8
24,4
24,8
24,4
25,4
3,30
24,8
31,2
24,8
24,8
24,8
24,8
24,4
30,29
24,4
24,8
24,8
24,4
34,15
24,4
24,8
24,4
24,8
24,8
24,8
24,8
24,8
34,15
24,8
24,8
24,8
37,17
24,8
24,4
24,1
24,8
34,26
34,15
24,8
24,8
24,8
24,4
24,8
24,8
24,4
24,8
33,20
24,8
24,8
25,13
27,21
24,8
24,8
24,4
24,8
24,4
25,13
24,8
33,2
33,2
24,4
24,8
24,4
7,10
24,8
24,4
30,29
24,4
24,4
24,1
24,4
24,4
33,20
34,15
24,4
37,17
34,26
24,8
24,8
2,31
28,14
24,8
26,6
27,21
24,8
24,4
24,4
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,4
24,30
24,8
3,5
24,4
24,8
24,8
24,8
24,8
29,25
34,15
24,8
24,8
24,8
24,8
24,4
24,4
26,6
24,8
38,30
24,8
24,4
24,4
24,4
24,8
24,8
24,8
24,8
30,29
24,8
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,8
28,14
24,8
33,2
24,4
24,4
24,8
24,8
24,4
24,8
24,4
7,10
24,4
24,8
24,8
24,4
24,8
31,2
24,8
21,22
24,4
24,8
24,4
24,8
24,4
26,6
31,8
9,23
31,1
24,8
24,4
25,13
24,4
28,35
24,4
24,8
24,8
26,6
24,8
24,8
24,4
2,31
24,23
24,4
24,8
24,8
24,8
24,8
24,8
34,15
24,8
24,8
24,4
27,8
37,17
24,8
24,4
24,8
2,31
24,4
24,4
24,8
24,8
33,20
24,4
24,8
20,16
29,25
24,8
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
12,11
24,8
24,4
24,4
24,8
9,19
24,4
24,8
24,8
24,4
12,11
24,8
26,6
24,8
24,4
24,30
21,22
7,10
34,15
26,6
24,8
25,13
24,8
24,4
24,8
3,5
24,4
24,4
26,6
17,3
24,4
24,8
26,6
24,8
34,15
11,11
24,8
24,8
24,8
24,8
24,8
24,1
24,4
24,8
24,8
24,8
26,6
24,8
24,8
24,4
24,4
9,19
24,31
24,4
24,8
24,30
24,4
24,4
24,8
24,4
24,8
24,8
26,6
24,8
2,16
24,8
24,4
24,8
24,8
24,4
24,4
24,4
24,4
24,8
24,8
24,4
24,8
24,8
24,8
24,4
24,4
24,8
24,4
24,8
24,4
24,4
24,8
24,8
24,8
24,4
24,8
24,8
24,8
33,20
24,8
25,13
24,8
24,8
24,4
31,2
24,4
24,8
28,21
24,8
24,8
24,8
24,8
24,4
24,8
33,6
26,6
24,8
19,17
38,30
24,8
24,8
24,8
24,4
24,4
24,4
24,30
24,8
31,2
29,25
24,8
24,15
24,8
24,4
24,8
24,8
30,29
7,10
24,4
24,8
24,8
29,25
24,8
24,4
24,8
30,29
24,8
24,8
24,8
20,16
28,14
33,20
24,4
25,13
20,4
27,21
24,8
2,31
34,15
34,15
25,13
24,8
24,1
24,4
24,8
24,8
24,4
24,8
24,8
24,4
24,8
24,8
24,4
24,8
24,8
24,8
24,8
34,15
17,7
24,4
17,7
24,8
24,8
24,8
24,8
24,8
27,21
24,8
24,4
24,4
31,2
24,4
24,8
24,8
8,30
24,8
24,8
31,2
27,21
29,25
31,2
34,26
24,8
24,8
24,4
24,8
34,26
24,8
24,8
24,4
24,4
24,4
24,4
24,4
24,4
24,4
24,8
24,8
25,13
24,8
24,8
32,27
24,8
24,4
24,4
24,4
25,13
24,8
24,4
24,8
24,4
26,6
23,8
25,13
28,14
24,4
24,8
24,4
24,4
8,23
24,4
24,8
24,8
24,8
24,4
24,8
24,4
24,8
24,8
30,21
30,29
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,8
24,4
24,4
34,26
24,8
34,26
27,21
24,8
28,14
24,4
20,16
29,25
2,31
32,27
33,20
24,8
34,26
24,8
24,8
24,4
24,8
24,8
24,8
24,4
24,4
26,6
25,13
24,8
24,4
24,8
4,23
24,30
24,4
24,8
24,8
30,29
33,20
24,8
24,4
24,8
24,4
24,8
24,8
24,4
24,4
24,4
24,4
34,15
25,13
24,8
24,8
25,13
24,8
30,29
24,4
24,4
24,4
24,8
29,25
24,8
24,8
24,8
24,4
24,8
24,8
25,13
24,8
24,8
24,8
24,8
24,8
34,15
24,30
24,4
33,4
24,8
24,8
24,8
24,8
24,4
24,8
27,21
24,4
24,8
28,14
28,14
33,25
34,15
24,8
24,8
24,8
24,4
24,8
24,4
24,8
24,4
24,8
24,8
22,16
27,21
24,8
26,6
29,25
29,25
24,8
14,23
24,8
25,13
24,8
24,8
24,8
24,8
34,15
24,4
24,4
24,4
24,4
24,8
11,11
12,11
24,4
24,4
30,29
24,8
24,8
24,8
26,6
24,8
24,4
24,8
34,15
24,8
24,4
24,8
24,8
6,10
24,4
24,4
24,8
24,4
24,8
24,4
24,4
24,8
24,8
7,23
24,8
24,8
34,15
24,4
24,4
24,8
24,4
9,19
24,4
24,8
24,8
24,8
24,8
33,20
24,8
24,4
26,6
24,4
24,8
1,17
24,4
24,8
24,8
34,26
24,8
31,8
24,8
24,4
24,4
24,4
24,8
24,8
24,8
24,4
24,4
24,4
24,4
24,8
24,8
24,4
24,8
24,8
6,11
24,4
24,8
24,8
24,4
34,26
34,15
24,8
24,4
24,8
24,8
6,10
24,8
34,26
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
20,16
24,8
24,8
24,8
25,1
24,8
24,4
24,8
24,4
24,4
26,6
24,4
24,8
29,3
24,8
25,13
24,4
24,1
24,8
24,8
6,11
24,4
26,6
34,30
24,8
24,8
24,4
24,4
24,30
33,11
34,26
23,9
24,8
24,8
28,14
24,4
25,13
24,4
34,15
24,4
24,8
24,8
24,4
24,8
24,8
24,8
33,20
24,4
38,30
24,8
24,8
24,8
24,8
24,4
24,8
26,6
24,8
25,13
24,4
24,8
24,8
33,20
15,18
24,8
24,8
35,4
24,4
33,20
24,8
29,25
24,8
24,4
24,8
24,4
24,4
24,8
24,8
24,8
24,8
24,4
26,6
33,20
24,4
24,8
24,4
8,23
24,22
24,8
24,30
34,15
24,8
24,8
24,8
24,8
33,13
24,4
9,19
24,8
27,8
10,23
24,8
25,13
24,4
24,8
24,4
24,8
24,8
27,21
24,8
24,8
24,8
24,4
24,8
24,4
24,8
24,4
24,8
24,4
24,8
33,20
24,31
24,8
24,4
24,8
24,4
24,4
36,30
24,4
24,8
26,6
24,8
24,8
25,13
24,8
24,4
25,13
24,25
22,18
22,18
24,4
33,20
24,4
24,8
33,20
26,6
24,8
24,8
12,11
24,8
24,8
26,6
24,8
24,8
24,8
1,17
1,17
1,17
24,8
35,30
1,17
24,8
24,8
24,8
24,4
24,4
24,8
1,17
1,17
1,17
11,11
25,13
24,8
24,4
24,8
24,4
24,4
24,8
24,4
24,8
37,30
37,17
37,30
24,8
24,4
24,4
24,8
24,8
29,25
24,8
24,4
24,4
24,8
25,13
24,8
30,29
24,4
24,4
22,18
24,4
24,4
24,8
24,8
24,4
24,4
24,4
26,6
24,4
24,8
24,8
24,4
24,8
27,21
26,6
24,4
24,8
24,8
24,4
24,4
24,4
24,8
24,13
24,8
24,8
24,8
24,8
24,8
24,4
24,8
24,8
24,8
7,10
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,8
24,4
26,6
24,4
24,8
24,8
24,8
24,4
25,13
24,8
24,8
24,4
24,8
24,8
24,8
26,6
24,30
24,4
24,4
31,2
24,4
24,8
24,4
24,4
24,8
24,8
24,8
37,17
26,6
37,17
17,7
24,8
24,4
24,8
24,4
24,4
24,4
24,8
24,4
32,27
24,8
24,8
24,8
24,8
24,4
24,8
24,8
25,13
24,8
25,13
24,4
37,17
24,4
33,20
24,4
24,8
24,4
24,8
24,8
34,15
24,8
24,8
24,4
24,8
24,4
24,8
24,8
24,4
24,8
24,8
24,8
7,10
24,4
24,8
24,4
24,8
24,8
32,27
24,8
24,8
24,8
24,4
24,4
24,8
30,29
24,4
24,8
24,8
24,8
4,23
24,8
24,4
24,8
24,4
24,4
24,4
24,8
24,8
24,4
38,30
24,4
38,30
24,8
30,29
26,6
24,8
24,8
33,2
24,4
24,8
24,8
24,8
37,17
6,10
17,7
24,8
34,4
24,8
24,4
24,8
2,31
27,21
24,4
9,23
24,4
30,29
24,8
24,4
23,9
9,23
24,4
24,4
24,8
24,4
24,8
24,8
24,4
24,8
34,15
24,8
24,8
24,8
24,8
24,8
24,8
26,6
24,4
24,18
11,8
24,4
26,6
24,4
24,4
31,2
26,6
25,13
28,25
24,4
24,4
24,4
24,30
34,15
24,4
34,15
24,4
24,8
24,8
24,8
24,8
24,8
29,25
24,8
24,8
28,25
7,10
24,8
24,8
2,31
2,31
24,8
24,17
24,8
24,4
26,6
24,8
24,8
34,15
24,8
2,31
24,4
24,8
31,2
24,8
3,5
24,4
2,31
24,8
3,5
3,5
24,4
24,4
24,4
23,9
25,13
24,4
24,8
24,8
30,8
24,8
24,8
24,8
24,4
24,4
11,11
24,4
24,8
24,8
24,8
24,8
24,4
24,8
26,6
24,8
24,4
24,8
24,4
24,8
24,8
24,4
24,8
20,16
24,4
24,8
36,30
24,4
24,8
24,4
24,8
24,4
32,27
25,13
6,10
30,29
24,8
24,4
24,8
24,8
29,25
34,15
24,4
24,4
24,8
24,8
24,8
24,8
24,8
29,25
24,8
24,4
24,4
24,4
2,31
2,31
2,31
9,23
9,19
24,4
24,4
24,4
24,8
2,31
24,8
24,4
24,4
24,8
24,8
24,4
24,8
24,8
34,15
24,8
24,8
34,26
24,8
24,8
22,4
24,4
24,8
34,15
24,8
24,8
24,8
31,2
24,4
24,8
25,13
12,11
24,8
32,27
24,8
24,8
24,8
24,4
9,19
24,8
24,4
33,8
24,8
24,8
24,8
12,11
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,8
24,8
23,9
24,8
25,1
24,8
28,25
24,4
24,4
24,8
25,13
24,8
25,13
24,10
24,8
24,8
33,20
24,4
24,8
26,6
37,17
26,6
24,4
3,5
24,8
24,8
24,4
24,8
26,6
24,8
24,4
24,8
17,7
30,29
24,4
24,8
24,8
24,8
24,8
24,8
24,4
24,4
24,8
24,8
24,4
24,8
24,8
24,4
24,8
24,16
24,8
24,8
24,15
1,17
24,4
24,8
24,8
24,8
24,4
24,8
24,4
24,4
24,4
24,8
24,8
24,8
24,4
8,23
24,4
24,4
24,4
3,5
3,5
3,5
3,5
3,5
24,4
24,4
24,8
24,4
24,8
24,8
24,4
28,2
24,4
24,8
24,4
24,4
24,4
25,13
24,4
24,4
14,23
26,6
24,8
24,1
24,4
25,38
24,8
24,4
24,8
24,4
34,26
24,4
31,2
24,8
24,8
24,8
24,8
24,8
6,10
4,23
21,22
24,8
24,8
24,8
7,10
11,11
24,8
24,4
24,4
24,8
24,4
26,6
24,4
24,8
24,4
24,4
26,6
24,8
24,8
24,8
6,10
24,4
24,8
20,8
24,15
24,8
32,27
24,4
24,8
24,8
24,4
24,4
24,4
24,4
25,13
24,8
24,4
28,14
29,25
28,1
28,14
27,8
23,9
24,8
24,8
29,25
24,4
24,4
24,8
24,8
24,4
26,6
24,8
25,1
24,4
24,8
25,1
25,13
30,29
24,8
24,8
24,4
24,8
25,13
24,8
24,8
24,8
26,6
24,8
24,8
34,15
26,6
26,6
24,8
24,4
30,1
24,4
2,31
24,8
4,23
24,4
24,4
24,4
24,8
24,8
24,4
24,4
24,8
26,6
25,13
24,4
30,29
24,8
25,13
24,4
24,8
24,8
24,8
23,9
24,8
25,22
33,20
30,29
24,8
28,25
24,8
26,6
3,5
25,13
24,4
24,4
24,8
14,23
24,8
24,4
24,8
3,5
32,27
24,4
27,21
24,8
25,13
34,15
24,8
24,4
24,4
24,4
24,8
32,27
24,8
25,4
24,8
24,4
24,8
24,8
24,8
25,4
25,1
24,8
24,4
33,20
10,11
24,8
24,4
24,8
29,25
34,15
24,8
24,8
31,2
24,4
30,29
24,8
2,31
24,4
24,30
24,4
24,8
34,15
26,6
26,6
6,10
24,8
24,8
24,8
34,26
24,4
24,8
24,8
24,8
30,29
33,20
15,18
24,8
24,8
9,19
15,18
24,4
24,8
34,15
24,8
37,17
14,23
24,8
16,24
26,6
14,23
24,8
24,8
38,30
24,8
25,13
24,8
24,4
12,11
7,10
33,2
24,8
34,26
26,6
26,6
24,8
34,26
24,8
24,8
20,16
24,4
24,8
24,4
39,30
25,13
24,4
25,1
24,8
19,17
24,4
24,8
24,4
24,8
24,8
24,4
24,8
24,4
24,4
24,8
24,8
20,16
26,6
24,4
33,20
24,4
24,8
24,8
24,8
24,8
24,8
24,8
25,4
24,4
24,4
24,4
24,8
11,11
31,11
24,4
34,4
8,23
24,4
24,8
24,8
24,8
9,19
37,17
24,8
25,8
24,8
24,8
26,6
24,8
24,4
24,8
25,13
9,19
20,16
22,18
25,13
24,8
24,4
24,8
24,8
24,4
17,7
20,16
24,8
24,4
24,4
24,4
24,4
24,4
24,4
24,4
25,8
24,4
26,6
24,8
30,29
24,4
24,23
24,4
24,4
24,8
24,8
34,15
24,8
24,8
24,4
24,8
24,4
24,4
24,4
24,4
24,8
24,8
30,29
24,4
24,4
24,8
29,25
24,8
22,18
26,6
24,8
24,8
24,4
24,8
20,16
25,13
26,6
24,4
24,25
24,8
24,4
31,2
24,4
24,4
24,4
24,8
24,8
26,6
24,8
24,8
26,6
24,8
24,8
24,8
24,8
25,13
24,4
24,8
24,8
24,4
24,8
24,8
24,4
26,6
24,8
24,8
24,8
20,16
11,11
24,8
34,15
9,19
24,8
24,8
9,19
33,20
24,8
24,8
24,4
4,23
24,4
24,4
24,8
24,8
16,24
24,8
25,1
24,8
24,4
24,8
24,8
15,18
24,4
24,4
24,8
24,8
24,4
24,8
24,8
24,4
24,4
24,4
24,8
24,8
23,4
24,8
24,8
24,8
24,4
11,23
37,17
24,8
24,4
24,8
24,4
25,13
20,16
11,23
24,4
27,21
24,8
24,8
24,8
24,8
24,8
24,8
30,29
1,17
24,8
28,14
24,4
24,8
24,4
24,4
24,8
26,6
10,23
24,15
24,8
30,29
24,4
22,18
24,8
24,8
34,3
24,4
34,26
26,6
24,4
24,4
24,8
25,13
37,17
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,23
32,27
24,8
24,8
24,1
24,8
24,8
24,8
24,8
24,8
24,4
24,4
24,4
24,8
24,8
34,15
24,8
24,4
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,4
24,4
24,8
16,24
24,8
26,6
24,8
21,8
29,25
24,8
24,8
27,21
34,15
24,4
24,8
9,19
24,4
27,21
26,6
34,15
24,8
24,8
24,4
24,4
26,6
26,6
24,8
25,13
28,14
37,17
24,8
24,8
25,13
24,8
24,4
24,4
37,17
24,8
24,4
24,4
37,17
37,17
24,4
32,2
24,4
24,4
34,15
26,6
24,8
24,8
24,4
24,8
7,10
24,4
2,31
23,3
24,8
26,6
24,8
24,8
24,8
24,8
20,16
24,8
23,9
25,13
25,1
24,8
23,9
26,6
24,4
24,8
27,21
24,8
24,4
24,8
24,8
24,4
20,16
16,18
3,5
22,18
24,8
24,4
24,8
16,24
20,8
24,8
24,4
30,15
24,8
24,8
20,3
17,7
24,8
26,6
24,8
24,4
24,4
24,8
8,23
9,19
19,17
24,4
24,8
24,8
24,8
24,4
11,11
6,10
4,23
24,8
26,6
26,6
24,8
24,4
24,8
24,30
24,4
24,4
24,8
24,4
34,26
26,6
24,8
24,8
24,8
3,5
24,8
17,7
24,8
34,26
24,4
12,11
25,13
16,24
24,8
24,4
24,8
25,13
16,18
24,4
37,17
24,8
17,7
29,25
24,8
24,4
29,25
24,8
34,26
24,8
24,8
33,4
24,4
24,8
24,8
24,2
24,8
24,8
25,13
34,15
26,6
23,16
33,20
37,17
24,8
21,22
24,4
24,8
33,20
24,8
26,6
24,4
24,4
13,23
24,8
9,19
24,4
28,14
24,8
25,13
24,8
24,4
24,8
24,8
24,8
24,4
24,4
24,8
24,8
24,8
24,8
23,9
24,8
28,14
24,8
24,8
7,10
24,8
24,4
7,10
24,4
26,6
25,13
24,4
24,4
6,10
26,6
10,23
24,8
24,4
32,6
24,8
37,17
26,6
25,4
24,8
25,1
30,29
10,23
24,8
24,4
24,8
25,1
24,4
24,8
24,4
9,19
24,8
28,14
24,4
21,22
25,13
24,8
24,8
34,15
24,8
25,13
24,4
24,4
24,4
24,4
24,8
24,8
24,4
24,4
24,8
39,30
24,8
26,6
6,10
19,17
24,4
24,4
24,8
34,26
24,8
24,8
24,8
37,4
24,8
24,8
26,6
31,2
31,2
24,8
25,13
24,4
33,20
24,8
24,8
24,4
24,8
1,17
26,6
28,14
24,4
19,17
24,8
24,8
22,18
34,15
24,8
33,8
24,8
24,8
24,8
34,26
24,4
34,26
24,8
24,8
24,8
29,8
24,8
32,27
24,8
24,8
26,6
27,3
24,4
24,8
24,4
24,8
17,7
33,20
24,8
24,8
34,15
24,4
26,6
24,1
24,8
25,13
24,8
24,4
24,4
34,15
24,8
24,4
2,31
25,13
24,4
24,8
26,6
20,16
24,4
24,8
24,8
24,8
24,4
24,4
24,8
24,8
24,8
24,4
25,8
24,8
26,6
26,6
24,8
32,27
24,8
6,10
24,4
24,8
24,4
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
27,21
24,8
24,4
24,4
24,8
24,4
24,4
17,7
24,8
24,8
6,10
9,19
33,1
33,2
24,4
24,8
24,8
24,8
24,4
24,4
24,8
26,6
24,8
26,6
24,4
34,26
24,8
24,8
37,17
24,8
7,10
3,5
24,8
29,25
24,8
24,4
31,2
34,15
26,6
24,4
7,10
24,8
24,8
24,4
25,13
24,4
24,8
24,4
24,4
24,4
24,8
24,4
24,4
22,18
24,8
6,10
24,4
24,4
24,4
24,8
24,8
24,8
24,8
24,8
24,4
24,4
25,8
24,8
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,8
25,13
24,4
27,8
24,8
24,4
24,8
33,20
24,8
24,4
29,25
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,8
24,4
24,8
29,25
21,1
24,8
24,8
24,8
28,14
17,7
26,6
24,8
24,4
32,27
24,4
34,15
24,8
16,24
24,8
24,8
24,4
24,8
26,6
26,6
24,4
10,23
29,25
24,4
24,4
24,4
24,8
24,8
24,8
19,17
24,1
24,4
34,15
24,4
24,8
24,4
24,8
24,4
25,1
24,8
24,4
37,17
24,8
24,4
24,4
25,1
28,14
24,8
26,6
34,26
24,8
24,8
24,8
17,7
24,4
24,8
26,6
9,23
24,8
24,8
24,8
24,4
24,8
24,4
24,4
24,4
25,13
27,21
24,4
34,15
24,4
24,4
24,8
24,8
24,1
24,8
24,4
1,17
17,7
24,8
33,8
24,8
26,6
24,8
24,8
30,29
20,16
24,8
24,8
24,8
31,2
24,8
26,6
26,6
24,8
24,4
24,8
27,21
24,8
24,8
24,8
4,23
30,29
24,8
24,8
24,4
24,4
24,8
24,8
24,8
24,8
34,26
24,4
26,6
24,4
24,8
30,29
7,10
24,8
29,8
24,8
24,8
25,13
24,4
24,4
24,8
24,4
29,25
24,4
4,23
34,15
24,4
20,16
24,8
24,4
24,8
24,4
24,8
24,8
24,8
24,8
24,8
25,13
34,26
20,16
24,8
24,4
24,8
24,8
34,15
24,4
24,8
24,4
24,4
24,8
24,8
24,4
24,8
24,4
26,6
3,16
24,8
24,8
24,8
24,8
24,8
24,4
10,11
24,8
34,15
24,8
24,8
6,11
29,25
24,8
24,8
24,4
34,15
24,8
8,23
9,19
20,16
24,8
24,4
24,8
16,16
24,8
24,8
24,4
24,8
34,26
34,15
24,8
24,4
24,8
24,4
25,1
24,8
24,8
24,8
24,8
24,8
24,4
28,14
27,3
24,8
34,26
24,4
24,4
24,8
25,13
24,8
24,4
24,8
24,8
24,8
25,13
25,13
25,13
33,20
28,20
24,8
24,4
24,4
24,8
24,8
24,4
31,2
24,4
25,13
24,4
24,8
24,4
24,8
24,8
26,6
24,8
27,8
24,8
25,13
24,4
6,10
29,8
24,8
24,8
9,19
30,29
25,1
9,19
9,11
9,19
24,8
24,8
24,8
24,8
24,4
9,19
8,23
24,8
24,8
9,19
34,15
24,4
24,4
25,13
12,11
24,8
19,17
24,4
24,8
24,8
24,4
24,8
34,15
12,11
24,4
24,4
24,4
24,4
24,8
26,6
39,30
25,8
25,1
25,8
7,10
24,8
24,4
24,8
24,8
33,20
24,4
24,8
24,4
24,8
24,8
6,23
24,4
12,23
8,11
24,4
24,8
19,17
24,8
12,23
24,8
24,4
24,4
24,4
24,8
26,6
24,8
25,13
33,20
24,4
24,8
24,4
22,17
27,21
24,4
24,8
27,21
17,7
26,6
24,4
24,4
24,8
24,4
26,4
25,13
24,4
24,8
24,8
25,13
25,1
24,8
24,4
24,8
34,15
25,8
24,8
11,11
24,8
24,4
24,8
24,4
24,8
24,8
25,13
34,26
24,8
7,10
27,21
24,8
33,20
35,30
26,6
24,8
33,20
35,30
24,4
24,8
24,8
25,13
24,8
24,8
6,10
34,26
25,13
24,8
18,22
24,8
34,15
24,8
24,8
24,8
24,4
24,8
24,4
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
29,25
24,8
10,23
24,8
26,6
39,30
24,8
24,8
24,8
17,7
34,15
34,15
24,8
24,8
24,4
24,8
8,23
24,4
24,4
34,15
24,8
24,4
24,4
24,4
33,20
24,8
24,8
23,11
24,8
2,31
2,31
2,31
2,31
2,31
2,31
24,8
24,4
10,23
24,4
24,8
24,8
24,8
24,8
24,4
24,8
24,8
24,4
33,20
24,8
30,29
24,4
34,26
25,13
24,8
24,8
24,8
24,4
24,8
24,4
24,4
31,2
24,8
34,15
24,4
24,8
34,6
26,6
24,8
26,6
24,8
24,8
24,8
2,31
17,7
24,8
28,23
24,8
24,8
24,8
24,8
24,8
24,4
24,8
27,21
32,8
2,31
24,4
24,8
24,8
24,8
24,8
24,4
30,29
24,4
31,2
24,8
24,8
24,8
30,34
25,8
24,4
24,8
24,8
24,8
27,21
24,4
35,30
26,6
24,8
6,10
24,8
24,8
24,8
24,8
31,2
24,8
24,4
24,4
24,8
24,8
24,8
24,8
25,1
24,8
26,6
24,8
17,8
24,4
23,9
25,13
17,7
3,5
24,8
24,8
24,4
37,17
24,8
7,10
25,13
24,4
24,15
24,4
21,4
25,13
26,6
26,6
26,6
26,6
26,6
24,8
24,8
24,4
24,8
24,8
24,4
24,8
24,4
24,4
24,4
24,4
24,8
24,23
24,8
24,8
24,4
24,4
24,8
1,17
24,8
34,13
24,4
12,11
25,13
24,4
24,8
24,4
24,4
24,8
24,8
24,8
24,8
24,4
24,4
26,6
26,6
32,27
24,8
24,8
34,15
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,4
7,10
24,8
25,13
27,21
24,8
14,23
24,8
24,8
24,8
24,4
24,8
24,8
24,4
24,8
24,8
26,6
24,8
4,23
24,8
24,8
28,1
24,8
24,8
28,14
24,8
38,30
24,8
26,6
25,13
31,2
24,4
8,23
8,23
24,8
24,8
37,17
24,8
27,21
24,8
24,8
8,23
24,8
35,30
24,8
24,8
32,27
18,22
29,25
3,5
24,8
24,8
24,8
34,15
24,8
24,8
24,4
24,8
3,5
24,4
24,8
24,8
24,8
24,4
33,30
25,4
24,8
24,8
24,8
26,6
26,6
24,8
2,31
39,30
24,8
24,8
24,4
24,8
24,8
24,8
25,13
24,8
24,8
24,4
24,8
24,4
24,16
24,8
24,8
26,6
24,4
24,8
6,10
24,8
5,23
24,8
24,8
24,8
28,14
24,8
25,13
34,15
24,8
26,6
24,8
26,6
34,26
24,8
24,15
24,8
24,8
25,1
24,8
24,8
24,8
9,19
24,8
24,4
25,13
24,8
37,17
24,4
24,4
39,30
33,20
24,4
24,8
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,8
28,25
31,2
24,8
24,8
24,4
24,8
24,8
27,8
24,8
1,17
24,8
14,1
27,21
24,4
14,23
12,23
24,4
24,8
24,8
24,8
27,21
24,8
24,8
24,4
34,26
24,8
24,4
24,8
24,8
24,8
6,10
6,23
24,4
34,15
24,4
24,8
5,23
24,4
24,8
24,4
24,8
25,13
24,4
24,4
24,8
24,8
24,4
30,29
24,8
24,8
24,8
26,6
34,26
24,8
24,8
24,8
24,4
24,8
26,6
24,8
24,8
24,8
33,20
34,15
24,8
23,9
30,29
6,10
24,8
24,8
24,4
24,8
24,4
25,13
24,4
24,8
25,13
30,29
34,15
24,4
26,6
24,8
24,4
24,4
24,8
9,19
24,8
24,8
24,8
24,4
24,8
32,20
33,20
33,6
24,4
24,4
24,4
22,18
34,15
4,23
24,8
24,4
33,20
24,4
24,8
24,8
24,4
24,4
24,8
24,8
33,20
33,20
24,8
24,8
24,8
26,6
24,23
34,26
27,21
24,8
24,4
24,8
24,4
24,8
16,24
24,4
24,8
24,8
24,8
26,6
24,8
24,8
30,29
24,8
39,30
30,29
24,8
24,8
24,8
26,6
24,8
29,25
24,8
20,16
24,8
24,4
24,8
24,8
24,4
24,8
24,8
24,8
24,4
24,4
30,29
34,15
24,8
34,15
24,8
33,8
24,8
24,4
24,4
24,4
2,31
24,8
24,8
33,20
24,8
24,4
24,4
24,4
24,30
24,8
24,8
24,8
29,25
24,8
28,2
24,8
24,8
24,8
33,20
24,4
24,8
2,31
24,8
24,8
22,18
24,4
34,26
24,8
24,8
20,6
24,4
24,8
24,8
38,30
24,8
24,8
18,22
24,8
24,8
24,4
25,13
24,4
28,25
24,4
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,8
38,30
24,8
37,17
24,8
24,8
24,4
26,6
24,8
24,8
24,8
24,8
24,4
24,8
24,8
33,20
7,10
24,8
24,4
25,4
24,8
24,4
25,8
24,8
24,4
24,4
24,8
26,6
26,6
24,8
24,8
24,4
24,8
9,19
9,19
9,19
32,27
24,8
24,8
24,4
24,8
24,4
21,22
31,2
24,4
24,4
25,1
24,4
25,13
24,4
24,8
24,8
24,4
24,8
24,8
24,8
20,16
25,36
17,7
26,6
34,15
24,4
24,8
26,6
24,8
24,8
24,8
24,4
24,4
34,15
24,8
