Genotype,CoV
WT,3.1396087108337
WT,3.77380928075387
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.33399884074504
WT,2.54274593416979
WT,2.70124091992729
WT,3.58710841898403
WT,2.17109459325993
WT,2.15691330077175
WT,3.87298334620742
WT,3.41660501431973
WT,3.2458765050005
WT,3.46092790708243
WT,3.51985034110685
WT,1.16867228579599
WT,1.78673440249884
WT,2.70807937265296
WT,2.56966429775848
WT,0.642482185741954
WT,3.87298334620742
WT,3.87298334620742
WT,2.86208020488133
WT,3.87298334620742
WT,2.4866553984206
WT,2.67698705295056
WT,3.87298334620742
WT,2.49293534440693
WT,3.53746249068677
WT,3.2458765050005
WT,3.34881783226138
WT,3.87298334620742
WT,3.73568697067315
WT,2.47952293918811
WT,3.2458765050005
WT,2.29215362791595
WT,1.45023260312772
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.80616996821803
WT,2.47151994124047
WT,0.7806043511021
WT,3.87298334620742
WT,3.13706146509034
WT,2.64798684277823
WT,3.87298334620742
WT,3.78911739099293
WT,3.87298334620742
WT,2.95687485059854
WT,2.63899331455874
WT,3.51816012551572
WT,3.87298334620742
WT,3.87298334620742
WT,3.37109372784452
WT,3.78683287910343
WT,3.87298334620742
WT,2.71808886070226
WT,3.70012763424617
WT,3.8065638896196
WT,2.7424032568659
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.50021131820333
WT,2.38648562538069
WT,3.87298334620742
WT,2.27551161422005
WT,3.87298334620742
WT,3.87298334620742
WT,3.71021755234303
WT,3.56554689439307
WT,3.87298334620742
WT,3.87298334620742
WT,2.54138608102559
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.67302213916522
WT,1.0906677435231
WT,2.23807297048499
WT,3.87298334620742
WT,1.43928722300719
WT,3.87298334620742
WT,3.87298334620742
WT,3.32628019590818
WT,1.84499806426534
WT,1.13320137889534
WT,3.87298334620742
WT,0.780719538451616
WT,0.605625010126009
WT,2.62911258796499
WT,3.39884543218333
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.4343599865795
WT,3.87298334620742
WT,3.87298334620742
WT,1.97895329849784
WT,2.99553238769243
WT,3.87298334620742
WT,2.77643920098766
WT,3.70792317627696
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.20174781340475
WT,3.84775285694139
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.51334107729149
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.8702948332248
WT,3.87298334620742
WT,2.59540191706624
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.84416036141465
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.4458357423407
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.52409489635136
WT,3.7920801020481
WT,3.87298334620742
WT,3.87298334620742
WT,2.82799257105746
WT,2.3318447632722
WT,2.767565122605
WT,3.2458765050005
WT,3.87298334620742
WT,3.87298334620742
WT,2.99553238769243
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.12502473274091
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.80149778192365
WT,1.71651640581399
WT,3.53699802510346
WT,3.87298334620742
WT,2.80305955290694
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.64876582743975
WT,3.81872132634247
WT,3.47120548020746
WT,3.87298334620742
WT,2.31701413944772
WT,3.87298334620742
WT,3.87298334620742
WT,2.86093180269717
WT,3.87298334620742
WT,2.63899331455874
WT,3.87298334620742
WT,3.87298334620742
WT,2.13313491140728
WT,1.96173303521599
WT,3.43880747140587
WT,2.77643920098766
WT,2.55331194302585
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.28948692034223
WT,3.46487260436312
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,1.45331228313946
WT,3.87298334620742
WT,2.86751550286686
WT,2.32151228122185
WT,3.87298334620742
WT,2.46685619043464
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.37781221183282
WT,3.3745653635534
WT,3.67998288752518
WT,2.31632091161775
WT,1.47155831537102
WT,2.9024912027076
WT,3.87298334620742
WT,3.87298334620742
WT,2.37587802958234
WT,2.3052222423829
WT,2.42390774013277
WT,3.40424474487315
WT,3.87298334620742
WT,3.87298334620742
WT,3.76228032033862
WT,3.60555127546399
WT,3.87298334620742
WT,3.87298334620742
WT,2.8089106677328
WT,2.32695903295409
WT,1.6224253446436
WT,3.5544740418641
WT,3.87298334620742
WT,3.25946153376819
WT,3.87298334620742
WT,3.74927030942797
WT,3.87298334620742
WT,3.87298334620742
WT,2.26428076011014
WT,1.75877265443832
WT,2.12533291204427
WT,3.87298334620742
WT,2.80233406707733
WT,3.87298334620742
WT,1.33316178003862
WT,3.74544837470737
WT,3.87298334620742
WT,3.87298334620742
WT,3.0629542056831
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.81926421763959
WT,3.87298334620742
WT,2.68912641402325
WT,3.87298334620742
WT,2.54714160426865
WT,2.88520016923556
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.20174781340475
WT,3.87298334620742
WT,2.95881041405211
WT,3.87298334620742
WT,3.87298334620742
WT,2.62586745041771
WT,3.54631630054727
WT,3.87298334620742
WT,2.88378745467066
WT,2.84054956483704
WT,3.87298334620742
WT,3.87298334620742
WT,1.9600925999075
WT,1.21210357438715
WT,3.12881346267407
WT,3.87298334620742
WT,3.87298334620742
WT,2.21998294382746
WT,3.25255570818201
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,1.79107395164287
WT,2.07019667802706
WT,3.50272932485716
WT,1.97917295835544
WT,1.8831911194766
WT,1.84197099403252
WT,3.87298334620742
WT,2.87417939631751
WT,3.7615084166582
WT,3.5418417323679
WT,3.51334107729149
WT,3.17664634401253
WT,3.74692251519134
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,1.99018939984674
WT,3.73907592259678
WT,3.87298334620742
WT,2.58558849338847
WT,3.87298334620742
WT,3.87298334620742
WT,2.69898332986474
WT,2.36490202958182
WT,3.87298334620742
WT,3.73688181700809
WT,3.87298334620742
WT,3.87298334620742
WT,3.78952345247415
WT,3.87298334620742
WT,3.43608339482759
WT,3.87298334620742
WT,3.26676546429154
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.01663872206704
WT,3.87298334620742
WT,2.99998384786846
WT,3.87298334620742
WT,2.70021094448814
WT,3.87298334620742
WT,3.87298334620742
WT,3.77705658482257
WT,3.39884543218333
WT,2.1957198956206
WT,3.63141053977246
WT,3.58950726899616
WT,3.87298334620742
WT,2.81332386595187
WT,3.87298334620742
WT,2.12389080419612
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.14161864321042
WT,2.80305955290694
WT,3.87298334620742
WT,3.0486336892271
WT,2.71313676601662
WT,3.87298334620742
WT,2.15537578145462
WT,3.0486336892271
WT,3.87298334620742
WT,2.07019667802706
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.83745689706946
WT,2.2525240655921
WT,2.4170526013579
WT,3.87298334620742
WT,3.67750628526099
WT,2.47954803989414
WT,3.87298334620742
WT,3.71436031426051
WT,3.87298334620742
WT,3.87298334620742
WT,3.38886042793149
WT,3.87298334620742
WT,3.87298334620742
WT,3.46795935457116
WT,2.63899331455874
WT,3.70855381902049
WT,3.71984400233143
WT,1.67117014875644
WT,3.87298334620742
WT,2.5775863358518
WT,3.74525369277093
WT,2.3317412679104
WT,1.45820441384713
WT,3.87298334620742
WT,2.92974507648089
WT,3.76515536660908
WT,3.87298334620742
WT,3.62168875861603
WT,3.77754888895392
WT,3.87298334620742
WT,3.85337752198019
WT,3.58495172168006
WT,3.10274194991734
WT,3.79501376522169
WT,3.87298334620742
WT,2.81063230950595
WT,2.89035057788998
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.04543266868072
WT,2.80724346882263
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.50039569484262
WT,3.87298334620742
WT,2.59937617210481
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.2458765050005
WT,3.87298334620742
WT,3.87298334620742
WT,3.61387001547878
WT,2.24633850826732
WT,3.87298334620742
WT,3.30810559236389
WT,2.63899331455874
WT,3.87298334620742
WT,2.44132281486673
WT,2.0947064459065
WT,3.23941558528034
WT,3.63818841167339
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.57484845080293
WT,3.87298334620742
WT,3.20496266971797
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.12972164512508
WT,2.56236204662943
WT,2.83631968615908
WT,3.78771698666213
WT,1.82037207231492
WT,2.78016885152237
WT,1.75548726277084
WT,2.17124059336724
WT,2.4183081453186
WT,3.87298334620742
WT,3.87298334620742
WT,2.91890390386528
WT,3.16198953865531
WT,3.87298334620742
WT,3.0731814857643
WT,2.4912894954836
WT,2.70739447548396
WT,1.94306721553363
WT,3.87298334620742
WT,3.87298334620742
WT,3.62905108897291
WT,2.56344420824336
WT,2.20986477055667
WT,3.15173475290398
WT,3.08580508688389
WT,3.87298334620742
WT,2.80171373034402
WT,3.01276038630283
WT,3.87298334620742
WT,3.87298334620742
WT,2.40451991754736
WT,3.85174058019625
WT,3.18376725356187
WT,3.87298334620742
WT,3.76228032033862
WT,3.87298334620742
WT,3.03587057258131
WT,3.48164274756352
WT,2.44032756971402
WT,1.98417286653298
WT,2.98351742874692
WT,1.8516401995451
WT,2.84059452293779
WT,3.87298334620742
WT,2.88890940831899
WT,2.56195491369734
WT,2.63899331455874
WT,3.87298334620742
WT,2.73249297476551
WT,3.74008276873537
WT,3.87298334620742
WT,3.87298334620742
WT,3.43880747140587
WT,3.42237917840682
WT,3.87298334620742
WT,3.87298334620742
WT,2.25259220624591
WT,3.74993237376568
WT,3.87298334620742
WT,3.13265287708016
WT,3.87298334620742
WT,3.87298334620742
WT,2.81691183460729
WT,3.87298334620742
WT,3.87298334620742
WT,2.32103618423105
WT,3.1186001223768
WT,1.89960995028749
WT,2.01351255378078
WT,3.87298334620742
WT,2.18813781548041
WT,2.09779605360291
WT,0.434957860034984
WT,0.422389841897979
WT,0.425273269411263
WT,0.358282442526651
WT,0.581797202548469
WT,0.438029128265417
WT,0.267383426085525
WT,0.621489227119904
WT,0.31623964865907
WT,0.352137340318533
WT,0.463967455381446
WT,0.324260371038797
WT,0.35028276348651
WT,2.6961666990015
WT,2.84128250925108
WT,3.87298334620742
WT,1.83541271342772
WT,3.87298334620742
WT,2.73249297476551
WT,1.03709320419579
WT,3.87298334620742
WT,3.87298334620742
WT,3.86332105520616
WT,3.87298334620742
WT,3.49378297009078
WT,3.87298334620742
WT,1.54020062273093
WT,2.94519345743446
WT,3.87298334620742
WT,2.3100831006583
WT,2.330686329267
WT,2.80305955290694
WT,3.38448720161716
WT,3.67998288752518
WT,3.35902578507698
WT,2.74990608404621
WT,3.87298334620742
WT,2.44361980596064
WT,2.63899331455874
WT,3.87298334620742
WT,2.63937688359531
WT,3.38867552196145
WT,3.87298334620742
WT,3.87298334620742
WT,3.84687995736322
WT,1.556320978513
WT,3.4059818433865
WT,2.7900280571648
WT,3.87298334620742
WT,3.87298334620742
WT,2.64279681398325
WT,3.87298334620742
WT,3.87298334620742
WT,2.62709002370057
WT,2.63899331455874
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.48610040073365
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.18589262477229
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.21947899179765
WT,2.40239138672282
WT,2.36385384467994
WT,2.99553238769243
WT,3.5047046103129
WT,3.87298334620742
WT,2.0586266360132
WT,3.11196797414288
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.03914682138357
WT,2.1918287337122
WT,3.83824983192495
WT,2.75577316089074
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.49174461147029
WT,3.54723232152296
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.49476191688293
WT,3.87298334620742
WT,3.87298334620742
WT,2.67668116919434
WT,2.81551859706417
WT,3.87298334620742
WT,0.750126610886171
WT,2.68289114188602
WT,3.02743734512717
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.63899331455874
WT,3.07949570641097
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.87444465135052
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,1.87223856411763
WT,3.87298334620742
WT,3.31666490709788
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.49995193932228
WT,3.49564753870092
WT,2.69139520668651
WT,3.87298334620742
WT,3.57989878320804
WT,2.15859683282982
WT,3.87298334620742
WT,3.87298334620742
WT,2.54949266420796
WT,1.06080888389955
WT,3.87298334620742
WT,2.57006485455617
WT,3.87298334620742
WT,3.68854604157606
WT,3.87298334620742
WT,3.87298334620742
WT,0.886472680546154
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.1396087108337
Tet2,5
Tet2,2.91761597673104
Tet2,4.18135836589585
Tet2,5
Tet2,5
Tet2,5
Tet2,3.16491677183663
Tet2,3.78453134917717
Tet2,3.43614633667373
Tet2,5
Tet2,5
Tet2,2.41225850072518
Tet2,5
Tet2,2.40653845223645
Tet2,5
Tet2,4.13281425502293
Tet2,2.63254099851143
Tet2,5
Tet2,5
Tet2,5
Tet2,2.08145566831062
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,1.13873743730588
Tet2,5
Tet2,5
Tet2,4.88453351871734
Tet2,2.54123216612466
Tet2,2.70897355143958
Tet2,2.09640958010881
Tet2,4.71514802089971
Tet2,5
Tet2,4.92504910235883
Tet2,4.94771032093942
Tet2,5
Tet2,2.33853586673371
Tet2,5
Tet2,4.67946359717561
Tet2,4.9191338261492
Tet2,2.52623366696044
Tet2,2.96284807842999
Tet2,2.74086836384739
Tet2,3.73803489174752
Tet2,5
Tet2,4.64858250037389
Tet2,3.98506558590021
Tet2,3.96667232221704
Tet2,2.83825529884563
Tet2,5
Tet2,5
Tet2,4.71881685492116
Tet2,3.6260590827394
Tet2,2.77900976442249
Tet2,5
Tet2,4.98983701354389
Tet2,5
Tet2,3.15857168743552
Tet2,5
Tet2,2.14469083616518
Tet2,4.73318572331709
Tet2,4.20941601389186
Tet2,3.72291624814765
Tet2,5
Tet2,4.33571474512658
Tet2,3.65505365932827
Tet2,5
Tet2,4.29054054054054
Tet2,5
Tet2,4.98095546982052
Tet2,2.52590742770461
Tet2,4.8521946083197
Tet2,5
Tet2,4.96155775205045
Tet2,4.75125615771276
Tet2,4.42644615979189
Tet2,3.42565723210582
Tet2,5
Tet2,3.94957890840517
Tet2,4.22329396946303
Tet2,3.36770928932716
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,4.87715365964311
Tet2,4.6174221772404
Tet2,5
Tet2,5
Tet2,0.651519501742033
Tet2,0.595236827853725
Tet2,5
Tet2,2.82333511688657
Tet2,4.79858727285971
Tet2,5
Tet2,4.68300463559972
Tet2,4.89476936947406
Tet2,1.81651139249633
Tet2,4.10018894340845
Tet2,3.0800596562116
Tet2,4.70281762949469
Tet2,4.9524269561297
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,3.39070989325936
Tet2,3.62649110322787
Tet2,3.46109327621586
Tet2,5
Tet2,1.90226754852515
Tet2,5
Tet2,3.42442478876195
Tet2,5
Tet2,3.53324487203547
Tet2,4.06628390918777
Tet2,2.21138941262971
Tet2,5
Tet2,5
Tet2,3.50767526721618
Tet2,4.99401671112508
Tet2,5
Tet2,3.46395886566729
Tet2,3.75
Tet2,2.85347404108115
Tet2,2.7053430008169
Tet2,3.43157633542274
Tet2,2.50831603128201
Tet2,5
Tet2,4.78142079923644
Tet2,4.71881685492116
Tet2,4.98612890742723
Tet2,4.03205902734571
Tet2,4.92047206728089
Tet2,2.78382039120271
Tet2,3.61697240279595
Tet2,3.88970233683288
Tet2,5
Tet2,3.57774097966148
Tet2,4.30565029608986
Tet2,3.64659859839927
Tet2,2.52049214607707
Tet2,3.46109327621586
Tet2,3.04976895587314
Tet2,5
Tet2,3.97766934611484
Tet2,4.07075004356197
Tet2,4.15446569813056
Tet2,4.20455977108688
Tet2,4.33837988913315
Tet2,2.76385399196283
Tet2,2.77404638269322
Tet2,4.93738829213366
Tet2,5
Tet2,4.88419890941742
Tet2,5
Tet2,5
Tet2,4.98015736669082
Tet2,4.97501791034063
Tet2,4.76519680513995
Tet2,5
Tet2,2.91223690836484
Tet2,5
Tet2,5
Tet2,4.02039244981576
Tet2,2.2300271767468
Tet2,5
Tet2,5
Tet2,4.95490057393108
Tet2,5
Tet2,4.23065888080487
Tet2,5
Tet2,5
Tet2,3.57621666769644
Tet2,5
Tet2,4.86742071389664
Tet2,2.04124145231931
Tet2,5
Tet2,2.17838710296641
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,3.3561595601797
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,3.64458998003099
Tet2,3.55985727613201
Tet2,5
Tet2,4.98086216615664
Tet2,3.98565134785604
Tet2,4.02033256726256
Tet2,2.76289162061341
Tet2,5
Tet2,3.49567894009012
Tet2,4.9067496161664
Tet2,1.90142858920447
Tet2,3.24940551274698
Tet2,3.3767894164209
Tet2,5
Tet2,5
Tet2,3.46464727184983
Tet2,3.6641405439647
Tet2,2.0200451641627
Tet2,2.70375402834728
Tet2,3.85708384713746
Tet2,5
Tet2,5
Tet2,4.92714561075706
Tet2,4.77263862030077
Tet2,4.88552072528627
Tet2,5
Tet2,5
Tet2,4.84224567078841
Tet2,2.78244554002391
Tet2,5
Tet2,5
Tet2,5
Tet2,2.92112635841562
Tet2,3.2511926528999
Tet2,5
Tet2,5
Tet2,4.02402338117639
Tet2,2.33853586673371
Tet2,5
Tet2,4.91043106063159
Tet2,2.81248239161279
Tet2,3.62693514758878
Tet2,5
Tet2,5
Tet2,5
Tet2,4.57936038756664
Tet2,4.58491134451224
Tet2,4.51271557655984
Tet2,5
Tet2,3.63934966483805
Tet2,5
Tet2,4.34970600040543
Tet2,5
Tet2,4.92047206728089
Tet2,5
Tet2,3.46109327621586
Tet2,3.48423846707903
Tet2,5
Tet2,3.382471833213
Tet2,5
Tet2,3.91785588646414
Tet2,5
Tet2,5
Tet2,3.671873668207
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,3.46109327621586
Tet2,5
Tet2,5
Tet2,5
Tet2,3.41593252162374
Tet2,3.46668520868108
Tet2,2.89061934442512
Tet2,5
Tet2,5
Tet2,5
Tet2,4.99010726364493
Tet2,5
Tet2,3.91798831551042
Tet2,2.4439359949981
Tet2,3.08070458511373
Tet2,5
Tet2,4.77848966233643
Tet2,3.15315303586217
Tet2,4.90834554890444
Tet2,5
Tet2,5
Tet2,5
Tet2,3.51256861383439
Tet2,4.01023114362185
Tet2,3.46109327621586
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,1.39578098075014
Tet2,4.78923064666111
Tet2,3.31455001443985
Tet2,4.73900529801147
Tet2,4.82785115637661
Tet2,3.46109327621586
Tet2,5
Tet2,2.60984142507117
Tet2,1.87070839446434
Tet2,5
Tet2,5
Tet2,3.95934264967721
Tet2,1.45650142400364
Tet2,0.926205723547079
Tet2,5
Tet2,3.57298894484716
Tet2,5
Tet2,4.99335230934372
Tet2,4.9832012509309
Tet2,1.66550353989052
Tet2,2.98093959015604
Tet2,5
Tet2,5
Tet2,2.16890925907089
Tet2,5
Tet2,3.04445520298677
Tet2,5
Tet2,5
Tet2,2.33853586673371
Tet2,5
Tet2,3.07613484358173
Tet2,3.18007031718203
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,3.46109327621586
Tet2,2.76385399196283
Tet2,4.87775888278314
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,4.98659308268926
Tet2,2.83121938680536
Tet2,2.23360964339985
Tet2,5
Tet2,2.0464148826726
Tet2,2.68700473519638
Tet2,5
Tet2,5
Tet2,4.93529090876786
Tet2,5
Tet2,4.7765635262723
Tet2,1.91504847354209
Tet2,5
Tet2,2.80405405405405
Tet2,2.63445766029401
Tet2,4.72618915098813
Tet2,5
Tet2,3.1205250660873
Tet2,5
Tet2,5
Tet2,2.21879228452422
Tet2,1.66592394529883
Tet2,2.76385399196283
Tet2,5
Tet2,3.00550109723163
Tet2,3.96805086198368
Tet2,5
Tet2,2.33853586673371
Tet2,2.17838710296641
Tet2,5
Tet2,5
Tet2,2.22240350660749
Tet2,5
Tet2,5
Tet2,2.96265835309712
Tet2,4.09933348712356
Tet2,5
Tet2,3.69682365133618
Tet2,4.53195883515304
Tet2,4.96926938069722
Tet2,4.93529090876786
Tet2,2.33671963364067
Tet2,3.46835587733869
Tet2,1.37335162087362
Tet2,3.20217211436237
Tet2,5
Tet2,5
Tet2,5
Tet2,3.6479889157249
Tet2,2.9070317049068
Tet2,3.59545124752115
Tet2,3.5653403785465
Tet2,3.60740833327265
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,4.98873826997451
Tet2,1.89434955497715
Tet2,1.83941594496355
Tet2,3.01277890821188
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,3.63115067141088
Tet2,2.57832204407508
Tet2,4.02942845278305
Tet2,4.1565853451019
Tet2,5
Tet2,2.26291756733925
Tet2,2.25739718714934
Tet2,4.96761260363262
Tet2,4.14586023027448
Tet2,3.33994090588154
Tet2,5
Tet2,3.00407707824212
Tet2,5
Tet2,3.903123748999
Tet2,2.78374277958361
Tet2,3.26287719048877
Tet2,5
Tet2,5
Tet2,5
Tet2,3.10162505705072
Tet2,5
Tet2,5
Tet2,3.27075098814229
Tet2,3.76155626776412
Tet2,3.967609221853
Tet2,5
Tet2,4.87143855276523
Tet2,5
Tet2,3.55556237169898
Tet2,5
Tet2,3.46109327621586
Tet2,5
Tet2,1.60029941454549
Tet2,5
Tet2,5
Tet2,2.17213580840284
Tet2,4.90442198965214
Tet2,4.68615933539226
Tet2,5
Tet2,4.09928963111983
Tet2,5
Tet2,4.58491134451224
Tet2,5
Tet2,5
Tet2,1.97215340208743
Tet2,3.55276945239809
Tet2,2.88347871631641
Tet2,5
Tet2,4.67094731541147
Tet2,5
Tet2,5
Tet2,2.04807918061502
Tet2,1.97008372447508
Tet2,4.92263736523528
Tet2,3.5615052808752
Tet2,2.64194767988554
Tet2,4.8400206362849
Tet2,2.33853586673371
Tet2,3.62013423795671
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,3.46109327621586
Tet2,2.79089623484617
Tet2,4.8517245538932
Tet2,4.30934200738869
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,4.96876204440418
Tet2,2.33853586673371
Tet2,5
Tet2,3.60907729672605
Tet2,4.55209010979971
Tet2,2.33853586673371
Tet2,3.66231598289824
Tet2,3.10847171462968
Tet2,3.59193617021963
Tet2,5
Tet2,5
Tet2,2.70617926551525
Tet2,1.70125963906209
Tet2,5
Tet2,3.8417040507592
Tet2,5
Tet2,3.49437378483587
Tet2,2.5
Tet2,5
Tet2,5
Tet2,3.49283901721202
Tet2,5
Tet2,3.36941932137988
Tet2,5
Tet2,4.71044619350464
Tet2,4.45925321025634
Tet2,3.47220578562842
Tet2,5
Tet2,3.61101091445994
Tet2,2.33145230052198
Tet2,5
Tet2,5
Tet2,5
Tet2,2.98143411774142
Tet2,5
Tet2,4.10736502524092
Tet2,4.80625646145088
Tet2,4.19146406246318
Tet2,2.49011853840449
Tet2,4.94179819050931
Tet2,1.92298560804287
Tet2,4.99629162786441
Tet2,5
Tet2,4.07668411618774
Tet2,2.75603250625654
Tet2,3.25140296281707
Tet2,5
Tet2,4.0784379615199
Tet2,5
Tet2,5
Tet2,4.9542670003505
Tet2,5
Tet2,3.29413840433713
Tet2,5
Tet2,4.69558094582131
Tet2,5
Tet2,5
Tet2,2.87855421246974
Tet2,5
Tet2,5
Tet2,2.97090941403845
Tet2,2.84312035153866
Tet2,3.48829123137788
Tet2,4.52126038220567
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,3.55571091694332
Tet2,5
Tet2,3.4738270032405
Tet2,5
Tet2,5
Tet2,3.05392991866553
Tet2,5
Tet2,5
Tet2,3.64471472109533
Tet2,4.64150066853522
Tet2,5
Tet2,5
Tet2,5
Tet2,5
Tet2,3.91580951702095
Tet2,5
Tet2,5
Tet2,5
Tet2,2.5657258772148
Tet2,4.18330013267038
Tet2,3.93772045238246
Tet2,5
Tet2,4.7911271982194
Tet2,3.72898450570487
Tet2,5
Tet2,3.79744294449129
Tet2,5
Tet2,3.4148878995551
Tet2,4.44715997917845
Tet2,5
Tet2,5
Tet2,3.4522865290149
Tet2,5
Tet2,3.46109327621586
Tet2,4.96749484605399
Tet2,4.24753935865342
Tet2,4.24695162902527
Tet2,2.76385399196283
Tet2,4.86430882441364
Tet2,4.943217323171
Tet2,4.99348534946418
Tet2,3.64177502818315
Tet2,3.51673219107176
Tet2,4.99522819097139
Tet2,5
Tet2,5
Tet2,5
Tet2,3.46109327621586
Tet2,5
Tet2,5
Tet2,2.8294172851232
Tet2,3.0956116053729
Tet2,2.76385399196283
Tet2,5
Tet2,2.8177997905675
Tet2,3.29641566266846
Tet2,2.97010453120383
Tet2,5
Tet2,3.69925655728809
Tet2,2.70423937727806
Tet2,4.14585876915321
Tet2,5
Tet2,5
Tet2,3.49316793501575
Tet2,2.88781727079546
Tet2,5
Tet2,5
Tet2,5
Tet2,2.56431250074641
Tet2,2.98515545978641
Tet2,2.35455679136418
Tet2,3.46109327621586
Tet2,2.31029555787529
Tet2,2.42735000875263
Tet2,3.9307754865622
Tet2,5
Tet2,5
Tet2,5
Tet2,1.22616352150603
Tet2,3.45685658179378
Tet2,2.51333549596813
Tet2,1.41476131795326
Tet2,3.25436631075812
Tet2,3.53553390593274
Tet2,3.12971318847772
Tet2,2.82852942422449
Tet2,5
Tet2,5
Tet2,3.97777450073697
Tet2,4.4015345943953
Tet2,1.87693524076886
Tet2,2.64961361269794
Tet2,2.17464998393245
Tet2,3.27752765053172
Tet2,5
Tet2,5
Tet2,2.27566461052944
Tet2,3.85261557032675
Tet2,5
Tet2,5
Tet2,3.6479889157249
Tet2,5
Tet2,2.5698902837214
Tet2,4.12006807471169
Tet2,5
Tet2,2.33555240506808
Tet2,5
